23,14,5,33,1,20,2,3,2,2,1,1,1,2,2,2,1,1,1,234,36,9,2007,7,-1,-1,1303,1524,1656,9000000
21,5,3,28,1,10,3,2,2,2,1,1,2,2,2,2,2,2,2,775,37,9,1998,7,6,10,1636,1539,1402,90000000
21,6,4,28,1,10,3,4,2,2,1,1,2,2,2,1,1,2,1,33,37,9,2008,7,10,18,1373,1510,1691,24000000
22,13,4,28,1,20,2,3,2,3,2,2,3,2,3,1,1,1,1,590,37,9,2010,1,14,19,1382,57,1109,60000000
21,7,3,28,1,10,3,4,2,2,1,1,2,1,7,1,1,2,1,488,37,9,2003,3,10,18,98,385,1827,35000000
20,12,5,30,1,10,3,3,1,3,1,1,7,1,1,3,1,1,1,161,37,9,2003,10,-1,-1,482,1190,393,-1
21,15,3,28,1,10,3,3,1,2,1,5,1,7,5,1,1,2,2,195,37,9,1971,1,8,21,384,93,715,4000000
15,11,4,30,1,10,3,3,1,3,1,1,2,2,2,1,1,2,1,346,37,9,2010,7,18,18,862,61,1378,20000000
23,18,4,33,1,20,2,2,2,2,1,2,1,2,7,2,1,1,1,750,37,9,2010,1,3,21,1803,251,1376,82000000
26,17,5,-1,2,3,5,4,1,3,1,1,2,2,2,2,1,1,1,408,36,9,2010,1,7,8,190,558,1657,8000000
26,18,4,-1,2,3,5,4,1,3,1,2,2,2,2,2,1,1,1,750,37,9,2010,1,3,21,1803,251,1376,82000000
26,16,1,-1,2,3,5,3,1,3,1,1,2,7,7,2,1,1,1,618,37,9,2010,1,17,21,98,1181,328,110000000
27,19,2,25,1,10,3,2,1,2,1,1,2,7,7,2,1,2,1,670,20,14,2005,7,10,18,1635,869,1440,35000000
28,19,2,26,2,10,3,2,1,2,3,1,2,7,7,2,1,2,1,670,20,14,2005,7,10,18,1635,869,1440,35000000
29,20,3,30,1,20,2,4,1,3,1,5,1,7,7,1,1,1,1,681,13,9,2010,10,17,21,595,1542,1474,45000000
30,21,4,29,1,10,3,4,1,3,3,1,3,4,1,3,1,1,1,446,11,9,2009,10,14,-1,1958,316,1798,11000000
30,22,1,29,1,10,3,4,1,2,2,2,3,7,7,1,1,1,1,751,21,15,1991,18,-1,-1,379,739,1669,-1
31,3,3,30,2,20,2,2,1,2,1,2,1,7,7,3,2,1,1,246,37,9,2010,7,10,18,74,334,1910,30000000
31,9,4,30,2,20,2,4,2,2,1,2,1,1,2,1,1,2,1,571,37,9,1993,1,6,10,1877,931,701,33000000
33,5,3,26,2,10,3,2,2,2,1,1,2,7,7,1,1,2,2,775,37,9,1998,7,6,10,1636,1539,1402,90000000
33,6,4,26,2,10,3,3,2,2,1,1,2,2,2,1,1,2,1,33,37,9,2008,7,10,18,1373,1510,1691,24000000
34,4,4,26,1,20,2,3,1,2,1,3,5,4,7,1,2,2,1,438,37,9,2006,1,3,10,817,1763,1652,28000000
35,23,1,30,1,10,3,3,1,3,1,1,1,6,6,2,2,1,1,410,37,9,2010,1,7,-1,1954,1122,1665,10000000
35,24,3,30,1,10,3,4,1,3,1,1,1,2,4,1,2,1,1,808,37,9,2006,1,3,10,1126,1003,788,160000000
35,25,4,30,1,10,3,3,2,2,1,1,5,2,2,1,1,2,2,632,37,9,1990,1,8,21,251,1969,133,70000000
25,48,2,27,1,20,2,2,2,2,1,5,2,7,5,2,1,1,1,634,13,10,2010,1,8,21,869,1041,1600,20000000
41,49,4,27,1,20,2,3,1,2,2,1,2,7,7,1,1,1,1,546,37,9,2010,7,18,-1,513,1037,311,32000000
42,17,4,28,1,20,2,3,1,3,3,5,2,2,2,3,1,2,1,408,36,9,2010,1,7,8,190,558,1657,8000000
42,50,3,28,1,20,2,4,2,3,1,5,2,7,2,2,1,1,1,424,26,21,1984,3,7,19,1468,162,1901,-1
42,51,4,28,1,20,2,4,1,3,1,5,1,2,5,3,1,1,2,313,37,9,2005,1,19,21,749,1416,1778,54000000
42,52,1,28,1,20,2,3,2,2,1,1,2,7,7,1,1,1,1,416,37,9,2005,1,3,19,1420,676,28,39000000
42,53,4,28,1,20,2,3,1,2,3,1,2,2,4,1,1,2,1,527,37,9,2010,7,10,18,1344,1545,870,18000000
42,54,5,28,1,20,2,3,2,2,3,1,2,1,4,2,1,1,1,560,11,9,2009,1,3,-1,1233,835,644,10000000
42,55,3,28,1,20,2,2,1,2,3,1,2,2,2,1,1,1,1,434,37,9,2009,7,-1,-1,863,1099,1785,-1
42,39,4,28,1,20,2,4,2,2,3,1,2,7,4,2,1,1,1,756,36,9,2009,3,12,17,719,368,1914,18000000
42,58,3,28,1,20,2,3,3,2,3,1,2,2,7,1,1,2,1,355,36,9,2010,10,14,21,175,121,558,150000000
42,57,5,28,1,20,2,3,3,2,3,1,2,2,2,1,1,1,2,588,37,9,1997,10,-1,-1,1267,257,1022,15000000
42,56,1,28,1,20,2,4,1,2,3,1,2,7,6,1,1,1,1,313,37,9,2009,1,8,10,1564,1414,170,40000000
42,34,5,28,1,20,2,3,1,2,3,2,2,2,2,2,1,1,2,786,37,9,1991,1,7,8,251,416,429,-1
42,63,4,28,1,20,2,3,3,2,3,1,2,1,2,2,1,1,1,321,37,9,2007,9,15,-1,600,1815,969,-1
42,18,4,28,1,20,2,3,2,2,3,1,2,2,2,1,1,2,1,750,37,9,2010,1,3,21,1803,251,1376,82000000
42,62,3,28,1,20,2,3,3,2,3,1,2,7,7,1,1,1,1,19,37,9,2010,1,3,10,476,645,1380,80000000
42,61,1,28,1,20,2,4,1,2,3,2,2,5,6,2,1,2,1,792,7,9,2009,10,19,21,20,1697,469,30000000
25,59,2,27,1,20,2,4,1,2,1,1,1,2,2,3,1,1,1,450,13,10,2009,8,10,21,869,647,1905,-1
25,60,3,27,1,20,2,4,1,2,1,1,2,1,4,3,1,1,1,212,7,10,2004,8,10,-1,1370,867,362,-1
21,64,3,28,1,10,3,3,1,3,1,1,2,2,7,1,2,2,1,343,37,9,2001,7,8,18,1439,166,1924,13000000
33,64,3,26,2,10,3,3,1,3,1,1,2,7,2,2,2,2,1,343,37,9,2001,7,8,18,1439,166,1924,13000000
35,65,3,30,1,10,3,3,1,3,1,1,1,2,7,1,1,1,1,556,37,9,2010,7,-1,-1,979,1658,542,40000000
41,66,2,27,1,20,2,2,1,3,1,1,2,4,4,1,1,1,1,666,37,9,2010,1,3,8,437,1795,1374,20000000
43,67,4,25,2,3,5,4,1,3,1,5,3,7,2,1,1,2,1,497,36,9,2010,1,8,21,6,366,1437,28000000
27,38,4,25,1,10,3,1,2,3,1,2,1,4,2,1,1,1,1,65,36,9,2010,9,7,-1,1833,154,1738,-1
45,68,4,25,1,6,3,4,2,3,1,2,1,2,2,1,1,1,1,9,37,9,2010,1,7,8,1953,1267,589,100000000
33,70,4,26,2,10,3,3,2,3,1,2,1,1,1,2,2,2,1,421,37,9,1996,6,10,-1,884,447,175,3300000
33,71,2,26,2,10,3,4,2,3,1,2,1,7,7,2,2,2,1,336,7,9,2002,7,18,10,541,626,1243,-1
33,72,4,26,2,10,3,1,2,3,1,2,1,7,7,2,2,2,2,718,37,9,1999,7,10,12,951,263,295,13000000
33,73,3,26,2,10,3,3,2,3,1,2,1,7,7,2,2,2,1,46,37,9,2005,7,18,-1,1957,589,1100,70000000
21,54,4,28,1,10,3,2,2,3,1,2,1,1,7,3,1,1,1,560,11,9,2009,1,3,-1,1233,835,644,10000000
47,75,3,28,2,20,5,3,2,3,1,2,2,6,6,2,1,1,2,491,37,9,2000,8,10,21,349,1958,1584,7000000
35,80,3,30,1,10,3,3,2,3,1,5,1,2,4,3,1,2,1,230,37,9,2006,7,10,12,16,1052,370,82500000
21,74,5,28,1,10,3,3,2,3,1,5,1,2,7,2,1,2,1,650,36,9,2005,1,3,13,1478,587,902,147000000
27,69,3,25,1,10,3,4,2,3,1,5,2,1,7,2,1,1,1,280,37,9,2008,6,10,-1,1715,553,998,20000000
28,69,3,26,2,10,3,3,2,3,3,5,2,7,7,2,1,1,1,280,37,9,2008,6,10,-1,1715,553,998,20000000
31,76,5,30,2,20,2,2,2,3,1,2,1,2,2,1,1,1,1,139,37,9,2008,10,17,21,98,882,960,55000000
31,77,4,30,2,20,2,2,2,3,1,2,1,2,2,1,1,1,1,334,37,9,2009,9,7,-1,344,1572,1426,-1
41,78,5,27,1,20,2,1,2,3,1,2,1,2,2,1,1,1,1,814,37,9,2009,1,8,12,1241,195,1302,130000000
41,79,3,27,1,20,2,3,2,3,3,2,2,7,7,1,1,2,1,178,37,9,2010,10,12,18,1121,1629,1820,68000000
37,47,4,26,1,10,3,4,1,3,2,2,2,2,4,2,1,1,1,135,37,9,2010,1,17,19,1169,1088,997,160000000
48,92,3,28,1,20,2,2,2,3,3,2,3,7,7,3,1,2,1,798,37,9,2009,8,21,-1,1437,589,1906,25000000
25,66,4,27,1,20,2,2,2,3,1,2,2,2,4,3,2,1,1,666,37,9,2010,1,3,8,437,1795,1374,20000000
49,47,5,28,2,3,5,3,2,2,2,2,3,2,4,1,1,1,1,135,37,9,2010,1,17,19,1169,1088,997,160000000
49,93,3,28,2,3,5,4,2,3,1,5,2,6,5,3,2,2,1,15,37,9,2010,10,17,21,357,1180,1037,4500000
49,51,4,28,2,3,5,4,2,3,1,5,7,7,7,2,1,1,2,313,37,9,2005,1,19,21,749,1416,1778,54000000
49,81,5,28,2,3,5,2,2,3,1,2,1,4,4,1,1,1,2,141,36,9,2006,6,10,13,115,1744,751,10000000
49,82,5,28,2,3,5,2,2,3,1,2,7,7,2,2,1,1,2,708,36,9,2007,6,10,13,290,657,385,55000000
49,83,3,28,2,3,5,3,1,2,2,1,3,4,4,2,1,1,1,650,37,9,2010,1,3,10,1659,290,1303,200000000
49,84,5,28,2,3,5,3,2,3,1,2,1,1,1,1,1,1,2,755,37,9,1998,1,10,22,926,1715,20,52000000
49,85,4,28,2,3,5,3,2,3,1,2,2,2,2,1,1,2,2,786,37,9,2001,1,8,21,1630,223,296,92000000
50,86,2,26,2,21,2,3,1,3,2,5,6,7,7,3,2,2,1,467,13,10,2010,1,3,12,1212,672,1540,25000000
50,85,3,26,2,21,2,4,2,3,1,5,1,7,3,3,2,2,2,786,37,9,2001,1,8,21,1630,223,296,92000000
50,87,2,26,2,21,2,3,2,3,1,5,1,7,5,2,2,2,1,616,37,9,2004,8,10,17,136,1684,90,50000000
21,88,3,28,1,10,3,3,1,3,1,5,2,2,2,1,1,2,1,168,37,9,2005,7,-1,-1,1383,1133,1861,-1
157,73,3,27,1,10,3,3,2,3,1,2,2,2,2,1,1,2,2,46,37,9,2005,7,18,-1,1957,589,1100,70000000
157,89,4,27,1,10,3,3,2,3,1,2,2,7,7,2,1,2,2,355,37,9,2004,1,3,10,1919,1476,1998,78000000
157,90,3,27,1,10,3,3,1,3,1,2,1,7,7,1,1,2,1,401,37,9,2002,17,21,-1,982,1790,1534,-1
157,91,4,27,1,10,3,3,1,3,1,2,1,1,7,1,1,2,2,53,37,9,2004,1,3,13,385,1076,769,90000000
48,94,4,28,1,20,2,4,1,3,3,5,3,2,1,2,1,1,1,356,37,9,2009,10,6,15,833,1622,295,60000000
35,66,5,30,1,10,3,4,2,3,1,2,1,4,4,1,1,1,1,666,37,9,2010,1,3,8,437,1795,1374,20000000
21,58,3,28,1,10,3,3,1,3,1,5,1,1,3,2,1,1,1,355,36,9,2010,10,14,21,175,121,558,150000000
42,95,4,28,1,20,2,3,1,3,3,2,2,1,4,1,1,2,1,106,37,9,2009,10,13,21,1863,1091,190,90000000
42,96,3,28,1,20,2,3,1,3,3,2,2,2,2,2,1,1,1,658,7,9,2009,7,14,15,1240,762,60,-1
50,97,4,26,2,21,2,4,1,3,1,5,1,1,1,1,2,2,2,17,37,9,2003,10,8,21,1103,1058,1146,50000000
26,95,4,-1,2,3,5,4,1,3,1,2,2,1,7,2,1,1,1,106,37,9,2009,10,13,21,1863,1091,190,90000000
41,98,3,27,1,20,2,3,1,3,3,2,2,4,4,1,1,1,1,524,37,9,2004,10,18,12,925,1058,1113,20000000
52,99,4,28,2,15,2,1,2,3,1,2,2,2,2,1,1,1,1,396,37,9,2010,1,3,19,1622,699,497,190000000
53,100,5,28,2,20,2,4,1,3,1,5,2,1,1,2,1,1,1,559,36,9,1973,10,14,17,1025,503,737,1500000
53,101,3,28,2,20,2,3,1,3,2,5,2,2,6,2,1,1,1,27,37,9,2010,7,14,21,543,17,909,24000000
53,102,4,28,2,20,2,2,1,3,1,5,1,2,2,2,1,1,1,815,39,26,1986,10,-1,-1,1394,1387,1522,-1
37,103,3,26,1,10,3,3,2,3,1,5,2,7,7,3,1,1,1,154,31,25,2009,1,10,-1,1220,33,128,3500000
49,104,3,28,2,3,5,3,1,3,1,5,7,7,7,2,1,1,1,565,37,9,2010,1,3,19,20,1151,1887,40000000
53,105,3,28,2,20,2,4,1,3,1,5,1,7,1,2,1,1,1,665,37,9,1980,10,-1,-1,503,1290,1856,6000000
21,106,4,28,1,10,3,3,1,3,1,1,2,4,4,1,1,2,1,7,37,9,2005,10,17,-1,680,626,357,1600000
42,65,5,28,1,20,2,3,1,3,3,2,2,2,2,1,1,2,1,556,37,9,2010,7,-1,-1,979,1658,542,40000000
33,106,5,26,2,10,3,3,1,3,1,1,2,4,4,3,1,2,1,7,37,9,2005,10,17,-1,680,626,357,1600000
50,107,1,26,2,21,2,4,2,3,1,5,5,7,2,2,1,2,1,568,37,9,2005,7,12,18,1439,1953,1742,85000000
54,108,2,27,1,20,2,4,2,3,1,2,1,2,4,1,2,1,1,741,37,9,2008,1,3,21,710,1740,290,185000000
54,109,4,27,1,20,2,3,1,3,1,2,1,2,7,1,2,1,1,603,37,9,2009,7,8,-1,370,1404,1964,20000000
21,110,4,28,1,10,3,2,2,3,1,1,7,2,2,1,2,2,2,669,37,9,1992,7,12,-1,684,1331,251,55000000
31,110,4,30,2,20,2,2,2,3,3,1,7,2,2,1,1,2,2,669,37,9,1992,7,12,-1,684,1331,251,55000000
27,111,4,25,1,10,3,4,2,3,2,5,6,2,2,1,1,1,1,780,18,9,2009,4,3,12,231,591,348,6500000
54,112,3,27,1,20,2,3,2,3,1,1,1,2,2,1,1,1,1,741,37,9,1984,1,3,-1,710,1054,985,28170000
21,113,4,28,1,10,3,3,2,3,1,1,7,4,7,1,1,2,1,102,37,9,2007,8,17,21,1098,470,421,20000000
31,113,3,30,2,20,2,3,2,3,3,1,7,6,3,1,1,2,1,102,37,9,2007,8,17,21,1098,470,421,20000000
24,114,3,26,1,10,3,3,2,3,1,1,1,7,7,2,1,1,2,397,37,9,2004,1,3,17,1437,716,978,100000000
35,114,2,30,1,10,3,3,2,3,1,1,1,7,7,3,1,2,1,397,37,9,2004,1,3,17,1437,716,978,100000000
55,115,4,28,2,20,2,4,2,3,1,5,2,6,6,2,1,1,1,550,37,9,2009,1,10,19,1731,849,450,30000000
35,116,3,30,1,10,3,4,2,3,1,1,1,2,7,3,1,2,2,142,37,9,2007,1,19,21,1794,1588,961,40000000
50,117,5,26,2,21,2,4,2,3,1,5,7,1,1,3,1,1,1,812,21,15,2008,10,15,-1,1293,1668,1893,-1
50,118,5,26,2,21,2,4,2,3,1,1,1,2,2,2,1,1,2,469,37,9,1990,10,18,-1,1800,828,845,-1
50,119,2,26,2,21,2,4,3,3,1,1,7,5,5,1,2,1,1,589,23,8,2007,10,21,22,271,1720,1836,21000000
35,120,5,30,1,10,3,3,2,3,1,1,1,2,2,2,1,1,2,360,37,9,1983,1,8,21,1649,1240,1944,-1
56,107,3,28,2,20,2,4,2,3,1,5,1,7,7,1,1,1,1,568,37,9,2005,7,12,18,1439,1953,1742,85000000
25,121,2,27,1,20,2,2,2,3,1,1,1,6,3,2,1,1,1,472,21,15,2008,4,1,19,1507,69,1142,-1
21,122,5,28,1,10,3,2,2,3,1,5,2,2,7,1,1,1,1,705,37,9,2009,4,3,12,541,948,891,30000000
21,123,3,28,1,10,3,4,2,3,1,5,7,2,4,1,1,2,1,782,37,9,2007,8,10,21,660,1874,1848,25000000
31,123,4,30,2,20,2,4,2,3,3,5,7,2,2,1,1,2,1,782,37,9,2007,8,10,21,660,1874,1848,25000000
55,124,3,28,2,20,2,1,2,4,1,5,2,7,4,2,1,2,1,274,37,9,2007,7,-1,-1,979,1344,366,20000000
21,125,4,28,1,10,3,2,2,3,1,1,2,2,2,1,1,2,1,104,37,9,2000,7,10,15,699,745,1503,16000000
48,109,4,28,1,20,2,4,2,3,3,5,3,4,4,1,2,1,1,603,37,9,2009,7,8,-1,370,1404,1964,20000000
25,126,4,27,1,20,2,3,1,3,1,5,1,1,1,1,1,2,1,97,28,24,2003,10,7,-1,228,1813,764,-1
25,99,1,27,1,20,2,3,2,3,1,5,2,6,6,3,1,1,1,396,37,9,2010,1,3,19,1622,699,497,190000000
57,127,2,28,1,20,2,4,2,3,3,5,3,7,7,2,1,1,1,325,31,25,2009,14,21,-1,1244,987,1480,-1
57,38,5,28,1,20,2,4,2,3,1,5,2,2,2,1,1,1,1,65,36,9,2010,9,7,-1,1833,154,1738,-1
57,109,4,28,1,20,2,4,2,3,1,5,3,7,2,1,1,1,1,603,37,9,2009,7,8,-1,370,1404,1964,20000000
33,113,3,26,2,10,3,3,2,3,1,1,3,4,4,2,1,2,1,102,37,9,2007,8,17,21,1098,470,421,20000000
33,122,4,26,2,10,3,2,2,3,1,1,2,2,2,2,1,1,1,705,37,9,2009,4,3,12,541,948,891,30000000
33,125,2,26,2,10,3,2,2,3,1,1,2,7,7,1,1,2,1,104,37,9,2000,7,10,15,699,745,1503,16000000
26,128,5,-1,2,3,5,4,2,3,1,5,2,1,7,2,1,1,1,806,15,4,2009,1,6,10,507,1753,1231,11700000
42,128,5,28,1,20,2,3,2,3,3,5,2,2,2,3,1,1,1,806,15,4,2009,1,6,10,507,1753,1231,11700000
42,99,2,28,1,20,2,3,1,3,3,5,1,7,7,1,1,1,1,396,37,9,2010,1,3,19,1622,699,497,190000000
48,127,3,28,1,20,2,3,1,3,3,5,3,7,4,1,1,1,1,325,31,25,2009,14,21,-1,1244,987,1480,-1
25,102,3,27,1,20,2,3,1,3,1,1,2,1,1,1,1,1,1,815,39,26,1986,10,-1,-1,1394,1387,1522,-1
24,129,4,26,1,10,3,3,1,3,1,2,1,7,7,2,1,1,2,503,37,9,1998,1,3,19,251,165,193,140000000
55,130,4,28,2,20,2,4,2,3,1,5,1,4,4,2,1,1,2,181,36,9,2009,1,3,12,426,1657,568,250000000
28,111,3,26,2,10,3,3,1,3,2,5,2,7,2,2,1,1,1,780,18,9,2009,4,3,12,231,591,348,6500000
21,129,4,28,1,10,3,3,1,3,1,5,2,2,3,1,1,2,2,503,37,9,1998,1,3,19,251,165,193,140000000
50,131,5,26,2,21,2,3,1,3,1,5,7,1,2,1,1,2,1,297,9,5,2006,9,-1,-1,-1,-1,-1,100000
48,104,4,28,1,20,2,3,1,3,3,5,3,7,2,1,1,2,1,565,37,9,2010,1,3,19,20,1151,1887,40000000
50,132,4,26,2,21,2,3,1,3,1,2,1,2,3,2,1,1,1,145,37,9,1994,1,3,8,1331,1097,456,45000000
42,133,3,28,1,20,2,4,1,3,3,2,2,7,4,2,1,1,1,646,36,9,1990,14,19,-1,519,1768,762,1500000
56,134,2,28,2,20,2,3,1,3,1,2,2,5,5,2,1,2,1,567,37,9,2010,10,7,-1,172,694,1596,5372848
55,135,4,28,2,20,2,1,1,3,1,5,1,6,6,2,1,1,1,624,37,9,2009,10,21,22,223,358,1348,70000000
59,136,1,27,1,20,2,3,1,1,1,5,1,7,7,2,1,1,1,200,21,9,2010,1,3,10,973,1086,287,35000000
41,137,3,27,1,20,2,3,1,3,3,5,2,7,7,1,1,1,1,749,37,9,2010,1,3,8,881,1994,335,25000000
21,104,3,28,1,10,3,2,1,3,1,5,1,7,7,1,1,1,1,565,37,9,2010,1,3,19,20,1151,1887,40000000
59,138,3,27,1,20,2,3,1,3,1,5,1,1,3,3,1,1,1,490,37,9,2010,10,17,21,1169,169,1265,80000000
21,139,4,28,1,10,3,3,1,3,1,5,1,2,5,2,1,2,2,139,37,9,1985,1,23,-1,384,1357,284,6900000
21,99,5,28,1,10,3,3,2,3,1,5,1,2,2,1,1,1,1,396,37,9,2010,1,3,19,1622,699,497,190000000
59,179,2,27,1,20,2,4,1,3,1,1,1,7,7,2,1,1,2,48,37,9,2003,1,19,-1,574,891,1675,137000000
25,68,3,27,1,20,2,1,3,3,1,1,1,2,2,2,2,1,1,9,37,9,2010,1,7,8,1953,1267,589,100000000
25,140,3,27,1,20,2,1,2,3,1,1,1,2,2,1,2,2,1,726,37,9,2004,4,3,7,1871,188,508,30000000
42,141,5,28,1,20,2,4,2,3,3,5,2,2,4,2,1,1,1,287,37,9,2009,4,3,12,414,1826,897,60000000
42,38,5,28,1,20,2,3,2,3,3,5,2,4,4,2,1,1,1,65,36,9,2010,9,7,-1,1833,154,1738,-1
60,142,4,-1,2,3,5,3,2,3,1,1,1,7,7,1,1,2,2,248,37,9,2009,1,12,19,747,1181,435,150000000
21,66,3,28,1,10,3,2,2,3,1,5,1,7,2,2,2,1,1,666,37,9,2010,1,3,8,437,1795,1374,20000000
50,131,5,26,2,21,2,3,2,3,1,5,2,1,2,1,1,1,2,297,9,5,2006,9,-1,-1,-1,-1,-1,100000
50,39,3,26,2,21,2,4,2,3,1,5,2,7,7,1,1,1,1,756,36,9,2009,3,12,17,719,368,1914,18000000
27,143,4,25,1,10,3,4,2,3,1,1,2,7,2,2,1,1,1,551,4,3,2006,7,-1,-1,142,38,708,-1
48,144,4,28,1,20,2,4,3,3,3,5,3,7,4,1,1,2,1,130,37,9,2009,14,17,21,1592,937,755,27000000
25,145,4,27,1,20,2,3,2,3,1,1,2,2,2,1,2,1,1,370,11,7,1970,7,-1,-1,1466,146,117,-1
25,83,3,27,1,20,2,1,2,3,1,1,1,7,7,1,2,1,1,650,37,9,2010,1,3,10,1659,290,1303,200000000
42,146,4,28,1,20,2,3,2,3,3,5,2,2,2,1,1,1,1,348,37,9,2010,1,10,23,998,960,1319,47000000
25,147,4,27,1,20,2,2,2,3,1,1,1,2,2,1,2,1,1,111,22,25,2008,7,10,20,639,490,695,-1
25,155,3,27,1,20,2,2,2,3,1,1,2,2,4,1,2,1,1,278,37,9,2007,3,7,10,817,1745,448,6000000
25,148,4,27,1,20,2,3,2,3,1,1,2,4,4,1,2,1,1,363,37,9,1988,1,14,19,1638,1078,1317,3000000
35,149,5,30,1,10,3,3,2,3,1,1,1,2,2,1,1,1,2,650,37,9,1982,10,19,21,710,1660,1716,28000000
55,150,5,28,2,20,2,2,2,3,1,1,2,2,4,2,1,2,2,106,37,9,2000,1,19,21,1495,747,704,75000000
55,151,5,28,2,20,2,4,2,3,1,5,1,1,4,2,1,1,2,106,37,9,2003,1,19,21,1495,747,753,110000000
55,152,5,28,2,20,2,1,2,3,1,5,2,2,4,2,1,1,2,99,37,9,2006,1,19,21,747,704,753,210000000
55,156,4,28,2,20,2,4,2,3,1,1,1,2,1,2,1,1,1,521,37,9,2008,7,10,18,1696,1108,1123,65000000
55,157,3,28,2,20,2,4,2,3,1,1,1,2,4,2,1,1,1,521,37,9,2010,7,10,18,1696,1108,1123,100000000
59,153,3,27,1,20,2,4,2,1,1,1,1,7,7,1,1,1,2,535,37,9,2006,3,7,12,1227,1314,462,3000000
21,154,2,28,1,10,3,2,2,3,1,5,1,7,7,2,2,2,1,614,37,9,2005,7,10,-1,80,552,41,1000000
21,142,3,28,1,10,3,3,2,3,1,5,1,7,5,2,2,1,1,248,37,9,2009,1,12,19,747,1181,435,150000000
